1,3085.0,1723.0
2,3067.0,1692.5
3,3061.0,1667.0
4,3050.0,1742.0
5,3007.0,1714.0
6,3011.0,1632.5
7,3013.0,1698.0
8,3044.0,1757.0
9,3076.5,1786.5
10,3040.0,1828.0
11,3137.0,1859.5
12,2995.5,1628.0
13,2952.5,1615.5
14,2971.0,1625.0
15,2942.0,1634.0
16,2985.0,1700.5
17,2976.0,1736.0
18,3081.0,1859.0
19,3146.0,1807.0
20,2987.0,1833.0
21,3054.0,1921.0
22,2986.5,1768.5
23,2898.0,1751.0
24,2895.0,1709.0
25,3095.5,1684.0
26,3008.5,1658.5
27,3142.0,1758.0
28,3197.5,1741.5
29,3193.5,1772.5
30,3247.0,1749.5
31,3252.0,1782.0
32,3274.5,1766.0
33,3269.0,1732.0
34,3250.0,1726.0
35,3164.0,1698.5
36,3201.0,1723.0
37,3186.0,1685.0
38,3185.5,1668.0
39,3142.5,1673.0
40,3138.0,1636.0
41,3124.0,1617.0
42,3119.5,1610.5
43,3096.0,1606.0
44,2959.5,1591.5
45,2972.0,1598.0
46,2995.0,1602.5
47,3009.0,1606.0
48,3053.0,1603.0
49,3043.0,1579.0
50,3020.0,1573.0
51,3005.0,1577.5
52,2985.0,1560.0
53,2965.0,1582.0
54,2949.5,1591.5
55,2933.0,1583.0
56,2928.0,1565.0
57,2969.5,1559.0
58,2994.0,1555.0
59,3008.0,1555.0
60,3031.0,1544.0
61,3019.0,1543.0
62,2999.0,1547.0
63,2976.0,1532.5
64,2997.5,1490.5
65,2987.0,1477.0
66,2976.0,1515.5
67,2984.0,1508.0
68,2960.0,1477.0
69,2921.0,1550.0
70,2943.5,1490.0
71,2970.0,1503.5
72,2928.0,1477.0
73,2983.5,1464.5
74,2932.0,1490.0
75,2924.0,1491.0
76,3009.0,1474.0
77,2944.5,1503.5
78,2933.0,1518.0
79,2960.0,1515.5
80,2908.0,1508.0
81,2943.0,1527.0
82,2934.0,1542.0
83,2932.0,1523.5
84,2914.5,1542.5
85,2914.5,1532.0
86,2922.5,1557.0
87,2834.0,1534.0
88,2849.0,1522.0
89,2839.0,1515.0
90,2854.0,1539.0
91,2865.0,1525.0
92,2876.0,1535.0
93,2890.0,1527.0
94,2901.0,1508.0
95,2885.0,1550.0
96,2873.5,1546.0
97,2882.0,1567.0
98,2887.0,1561.0
99,2903.0,1558.0
100,2899.0,1583.0
101,2944.0,1409.0
102,2918.0,1394.5
103,2925.0,1419.0
104,2944.0,1432.0
105,2963.0,1415.0
106,2974.0,1412.0
107,2966.0,1433.0
108,2972.0,1431.0
109,2967.0,1424.0
110,2980.0,1441.0
111,3008.0,1435.5
112,2994.0,1430.0
113,2985.0,1419.0
114,2994.0,1407.0
115,2972.0,1387.0
116,2980.0,1395.0
117,2982.5,1382.0
118,3001.0,1361.0
119,3015.5,1387.0
